property_id;activation_year;building_value;land_value;renovation_cost;property_type;land_area_m2;building_area_m2;condition;settlement_type;city;county;annual_cost;ksh_price_m2;baseline_value;ml_prediction;modifier;final_value;ksh_source_level;total_cost;package_ids;works
ID22;2022;5469275.994887263;4900.328500728047;0.0;Lakóház;364.79567808922735;68.0;3;Város;Pusztaszabolcs;Fejér vármegye;229884.7482420125;409000.0;27812000.0;4019819.0;1.199;33358688.0;city;14142152.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID23;2022;3766583.065624766;2.7171023848304263;0.0;Lakóház;576.1625562718173;81.0;3;Város;Pusztaszabolcs;Fejér vármegye;256856.7116463937;409000.0;33129000.0;3534906.0;1.055;34942700.0;city;16845799.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID24;2022;5901020.823214832;23.492790683841196;0.0;Lakóház;1619.8620118876804;142.0;3;Város;Bicske;Fejér vármegye;577135.7984432903;546000.0;77532000.0;4448011.0;1.327;102900410.0;city;29532141.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID25;2022;2157011.650873489;16.669581675950038;0.0;Lakóház;1401.9454981464323;39.0;3;Város;Bicske;Fejér vármegye;118954.50799322074;546000.0;21294000.0;1905298.0;0.569;12105712.0;city;8110940.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID26;2022;3569968.2971165664;16885.60934679942;0.0;Lakóház;1390.3777168658353;72.0;3;Város;Polgárdi;Fejér vármegye;189963.5854123741;363000.0;26136000.0;3514134.0;1.049;27404868.0;city;14974043.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID27;2022;3054665.9528599526;46.64216790169002;0.0;Lakóház;1666.1106171860888;49.0;3;Város;Polgárdi;Fejér vármegye;168213.19467942006;363000.0;17787000.0;2478180.0;0.739;13152427.0;city;10190668.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID28;2022;2462711.947921203;11.03439795470984;0.0;Lakóház;696.6136878751455;42.0;2;Város;Polgárdi;Fejér vármegye;185662.21410253356;363000.0;15246000.0;2274460.0;0.679;10346764.0;city;12457710.0;[1, 2, 3];['Burkolás', 'Épületautomatika (csengő, kaputelefon', 'Elektromosság', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Vízhálózat cseréje', 'Felületképzés', 'Szárazépítés']
ID29;2022;12098474.330138449;1.4300666613617672;0.0;Lakóház;149.94204766160706;120.0;3;Város;Polgárdi;Fejér vármegye;351014.9355514823;363000.0;43560000.0;8936779.0;2.667;116155342.0;city;24956739.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID30;2022;7470059.613132527;9.837962477438426;0.0;Lakóház;812.142847189517;136.0;2;Város;Pusztaszabolcs;Fejér vármegye;581105.2536901989;409000.0;55624000.0;6671222.0;1.991;110723013.0;city;40339252.0;[1, 2, 3];['Burkolás', 'Épületautomatika (csengő, kaputelefon', 'Elektromosság', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Vízhálózat cseréje', 'Felületképzés', 'Szárazépítés']
ID31;2022;6117219.737298382;22.280506910159456;0.0;Lakóház;1234.3673620779753;98.0;3;Város;Polgárdi;Fejér vármegye;387594.2503734286;363000.0;35574000.0;6064042.0;1.809;64367284.0;city;20381336.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID32;2022;4986691.080651049;12.692982174819944;0.0;Lakóház;961.1534962957544;74.0;3;Város;Bicske;Fejér vármegye;255886.39835555985;546000.0;40404000.0;1594591.0;0.476;19224010.0;city;15389989.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID33;2022;9229588.648845756;20.03105717131635;0.0;Lakóház;2408.2159209034685;95.0;3;Város;Pusztaszabolcs;Fejér vármegye;366636.0745851793;409000.0;38855000.0;6515381.0;1.944;75536523.0;city;19757418.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID34;2022;3105531.945087881;16.53933032601919;0.0;Lakóház;683.3684303457876;88.0;3;Város;Polgárdi;Fejér vármegye;290049.5809393331;363000.0;31944000.0;3085178.0;0.921;29406264.0;city;18301608.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID35;2022;5758258.864065552;14.42436282507184;0.0;Lakóház;536.4349975079458;50.0;4;Város;Martonvásár;Fejér vármegye;171663.48928319712;528000.0;26400000.0;4968775.0;1.483;39140242.0;city;1803793.0;[3];['Konyhabútor, beépített szekrény', 'Épületautomatika (csengő, kaputelefon']
ID36;2022;9123093.552658228;1.3076919751236238;0.0;Lakóház;172.7139558318828;93.0;3;Város;Ercsi;Fejér vármegye;299377.1996393785;317000.0;29481000.0;6840118.0;2.041;60169458.0;city;19341472.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID37;2022;1847923.720337442;10.96727498035228;0.0;Lakóház;1149.712693040358;39.0;2;Város;Rácalmás;Fejér vármegye;158143.7620130133;366000.0;14274000.0;1543210.0;0.46;6572659.0;city;11567874.0;[1, 2, 3];['Burkolás', 'Épületautomatika (csengő, kaputelefon', 'Elektromosság', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Vízhálózat cseréje', 'Felületképzés', 'Szárazépítés']
ID38;2022;655172.1081573737;151.0482866257166;0.0;Lakóház;454.35777743496766;39.0;4;Város;Ercsi;Fejér vármegye;100182.69220122842;317000.0;12363000.0;1749304.0;0.522;6452966.0;city;1406959.0;[3];['Konyhabútor, beépített szekrény', 'Épületautomatika (csengő, kaputelefon']
ID39;2022;8775598.821779575;35.542563769815025;0.0;Lakóház;2501.2372443743507;101.0;4;Város;Polgárdi;Fejér vármegye;285064.3330378872;363000.0;36663000.0;6061956.0;1.809;66314895.0;city;3643663.0;[3];['Konyhabútor, beépített szekrény', 'Épületautomatika (csengő, kaputelefon']
ID40;2022;5390262.516028258;9439.3209530157;0.0;Lakóház;723.0467066477632;64.0;3;Város;Pusztaszabolcs;Fejér vármegye;232310.2650459645;409000.0;26176000.0;4068792.0;1.214;31778912.0;city;13310261.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID41;2022;7129737.6282667145;9.604547009341172;0.0;Lakóház;1326.4820755511253;120.0;3;Város;Polgárdi;Fejér vármegye;510044.8052422244;363000.0;43560000.0;5392517.0;1.609;70088972.0;city;24956739.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID42;2022;2101700.688332966;11.79043607098591;0.0;Lakóház;1408.0386359732852;63.0;2;Város;Sárbogárd;Fejér vármegye;309728.5453213384;224000.0;14112000.0;1669508.0;0.498;7029871.0;city;18686565.0;[1, 2, 3];['Burkolás', 'Épületautomatika (csengő, kaputelefon', 'Elektromosság', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Vízhálózat cseréje', 'Felületképzés', 'Szárazépítés']
ID43;2022;3741343.241329696;7.496992607363546;0.0;Lakóház;714.045683677122;101.0;3;Város;Adony;Fejér vármegye;345980.7396087558;404000.0;40804000.0;3729244.0;1.113;45403971.0;city;21005255.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID44;2022;1936872.5044912223;0.775496181302067;0.0;Lakóház;350.1012390228488;56.0;3;Város;Pusztaszabolcs;Fejér vármegye;191198.970759045;409000.0;22904000.0;1800770.0;0.537;12306651.0;city;11646478.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID45;2022;9601016.555201983;4.331874802936202;0.0;Lakóház;645.6890135689921;99.0;3;Város;Csákvár;Fejér vármegye;391552.7028966315;437000.0;43263000.0;6939549.0;2.071;89581470.0;city;20589309.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID46;2022;4227578.187180397;4.663405079443071;0.0;Lakóház;634.3835450004951;64.0;3;Város;Polgárdi;Fejér vármegye;241426.49125377092;363000.0;23232000.0;3921764.0;1.17;27185566.0;city;13310261.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID47;2022;8182953.81822172;14.329439992690885;0.0;Lakóház;2513.985624453628;139.0;2;Város;Adony;Fejér vármegye;599705.5124012;404000.0;56156000.0;7000550.0;2.089;117300165.0;city;41229088.0;[1, 2, 3];['Burkolás', 'Épületautomatika (csengő, kaputelefon', 'Elektromosság', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Vízhálózat cseréje', 'Felületképzés', 'Szárazépítés']
ID48;2022;3838984.047773371;13.000492286549653;0.0;Lakóház;839.2790435387649;59.0;3;Város;Csákvár;Fejér vármegye;199921.7096216078;437000.0;25783000.0;3223315.0;0.962;24797420.0;city;12270396.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID49;2022;3893343.0090203006;3657.554312418569;0.0;Lakóház;298.01518168731644;39.0;3;Város;Bicske;Fejér vármegye;153534.24169882285;546000.0;21294000.0;1978417.0;0.59;12570290.0;city;8110940.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID50;2022;3034607.731778995;15.984586922311273;0.0;Lakóház;1705.1939585781697;39.0;3;Város;Aba;Fejér vármegye;177161.66005171253;313000.0;12207000.0;2660546.0;0.794;9690585.0;city;8110940.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID51;2022;3584364.2597889123;12.01069281121167;0.0;Lakóház;2428.9655721295294;52.0;3;Város;Ercsi;Fejér vármegye;194549.30562736595;317000.0;16484000.0;736323.0;0.22;3621609.0;city;10814587.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID52;2022;1155735.204551879;7.555398742650866;0.0;Lakóház;1370.6677805587697;39.0;3;Város;Sárbogárd-Pusztaegres;Fejér vármegye;131193.20974092148;290366.0;11324274.0;1391116.0;0.415;4700499.0;national;8110940.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID53;2022;1727928.7802980596;25.67492231830956;0.0;Lakóház;1528.0953141777989;39.0;3;Város;Csákvár;Fejér vármegye;141401.8447270392;437000.0;17043000.0;2012609.0;0.601;10234713.0;city;8110940.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID54;2022;1710775.8639740366;4090.219462566216;0.0;Lakóház;334.4112541596143;39.0;3;Város;Aba;Fejér vármegye;170696.96692799238;313000.0;12207000.0;2133160.0;0.636;7769671.0;city;8110940.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID55;2022;6408203.176159018;23624.4671200242;0.0;Lakóház;1442.2717620818892;81.0;3;Város;Polgárdi;Fejér vármegye;284171.732613001;363000.0;29403000.0;4750071.0;1.417;41673701.0;city;16845799.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID56;2022;2525001.693138669;4.060286211100667;0.0;Lakóház;1452.77677231243;48.0;2;Város;Pusztaszabolcs;Fejér vármegye;236070.9253016532;409000.0;19632000.0;2301391.0;0.687;13481097.0;city;14237383.0;[1, 2, 3];['Burkolás', 'Épületautomatika (csengő, kaputelefon', 'Elektromosság', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Vízhálózat cseréje', 'Felületképzés', 'Szárazépítés']
ID57;2022;1334593.4943532113;87.20672610451835;0.0;Lakóház;3576.4705036557257;39.0;2;Város;Polgárdi;Fejér vármegye;163535.8222180604;363000.0;14157000.0;1651441.0;0.493;6975972.0;city;11567874.0;[1, 2, 3];['Burkolás', 'Épületautomatika (csengő, kaputelefon', 'Elektromosság', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Vízhálózat cseréje', 'Felületképzés', 'Szárazépítés']
ID58;2022;2242133.613671448;4.554734833693092;0.0;Lakóház;579.1104189897721;39.0;3;Város;Bodajk;Fejér vármegye;143492.4352887624;290366.0;11324274.0;2431602.0;0.726;8216242.0;national;8110940.0;[2, 3];['Burkolás', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Épületautomatika (csengő, kaputelefon']
ID59;2022;10812584.583735334;21.96104253404181;0.0;Lakóház;2001.4132091487693;111.0;2;Város;Pusztaszabolcs;Fejér vármegye;520673.1863248614;409000.0;45399000.0;8789987.0;2.623;119070669.0;city;32923948.0;[1, 2, 3];['Burkolás', 'Épületautomatika (csengő, kaputelefon', 'Elektromosság', 'Konyhabútor, beépített szekrény', 'Bejárati ajtók', 'Gépészeti szerelvények (fütési rendszer, szaniterek)', 'Fa-és műanyag nyílászárók (külső-belső)', 'Vízhálózat cseréje', 'Felületképzés', 'Szárazépítés']
