property_id;activation_year;building_value;land_value;renovation_cost;property_type;land_area_m2;building_area_m2;condition;settlement_type;city;county;annual_cost
ID72;2022;5544143.88332624;2.634237270995304;0.0;Lakóház;476.6717894992738;54.0;3;Város;Adony;Fejér vármegye;221050.2805169039
ID73;2022;4217828.854292368;11872.526600718547;0.0;Lakóház;728.8230812300671;92.0;4;Város;Sárbogárd;Fejér vármegye;276989.08324423124
ID74;2022;3029119.7687556557;45.35637213045604;0.0;Lakóház;1895.0827996549283;39.0;4;Város;Rácalmás;Fejér vármegye;137870.42259837172
ID75;2022;2572889.9788452284;19.318892969673666;0.0;Lakóház;3131.7629057166923;93.0;3;Város;Sárbogárd;Fejér vármegye;327315.7690231711
ID76;2022;3186154.373703765;15.02539234280419;0.0;Lakóház;2157.402004213015;112.0;3;Város;Adony;Fejér vármegye;355675.60306001065
ID77;2024;2982204.927013454;29.28994222838475;0.0;Lakóház;3545.741294908287;73.0;2;Város;Polgárdi;Fejér vármegye;329124.24060773494
ID78;2022;2645880.1249173163;6.662656257351779;0.0;Lakóház;1930.1617403342177;39.0;3;Város;Polgárdi;Fejér vármegye;175113.11944168498
ID79;2022;23265727.71975113;7.821584440347619;0.0;Lakóház;688.6520941853655;212.0;3;Város;Rácalmás;Fejér vármegye;634132.4615715423
ID80;2022;9889228.1950269;1.4591741284708117;0.0;Lakóház;417.21508959268033;93.0;3;Város;Bodajk;Fejér vármegye;336356.9745234973
ID81;2022;4510635.113680079;6.514470179331698;0.0;Lakóház;742.6448045967568;61.0;3;Város;Polgárdi;Fejér vármegye;238997.1012630397
ID82;2022;3750495.5149729634;22.44818583696712;0.0;Lakóház;838.9056019104605;59.0;3;Város;Adony;Fejér vármegye;171044.79217417218
ID83;2022;7154914.766560435;14.41229932682985;0.0;Lakóház;1077.7115357558869;88.0;3;Város;Pusztaszabolcs;Fejér vármegye;344467.1268278558
ID84;2022;1686911.7352316014;4.173511921630852;0.0;Lakóház;339.7338574543407;46.0;2;Város;Rácalmás;Fejér vármegye;185057.7241531081
ID85;2022;12918134.992511066;17.67307699861256;0.0;Lakóház;926.7482843811778;136.0;3;Város;Rácalmás;Fejér vármegye;481013.01809887256
ID86;2022;2418467.5462072827;24037.60369192216;0.0;Lakóház;1592.1821347919533;39.0;3;Város;Ercsi;Fejér vármegye;138958.69207335374
ID87;2022;2210755.94236237;27.596701750314484;0.0;Lakóház;1985.8251252026032;39.0;3;Város;Adony;Fejér vármegye;120019.93582543521
ID88;2022;4117941.132190496;20.341681229904886;0.0;Lakóház;2126.858874457682;40.0;3;Város;Bicske;Fejér vármegye;113966.3557449996
ID89;2022;2598456.6504804604;12.078034021552877;0.0;Lakóház;1602.7052832253403;54.0;3;Város;Pusztaszabolcs;Fejér vármegye;235579.5761484327
ID90;2022;8879134.215771379;6.835842817083175;0.0;Lakóház;1045.9053702831065;84.0;3;Város;Adony;Fejér vármegye;348577.76456278097
ID91;2022;3790238.340986023;39.510658725299;0.0;Lakóház;2822.0541025889097;133.0;3;Város;Sárbogárd;Fejér vármegye;439574.5174187852
ID92;2022;6326100.615914524;5.9126010413666235;0.0;Lakóház;1759.1128716322357;82.0;3;Város;Aba;Fejér vármegye;257269.6902138116
ID93;2022;1329526.2743347369;12.167460904985504;0.0;Lakóház;529.6983931671753;39.0;3;Város;Pusztaszabolcs;Fejér vármegye;160933.55894461935
ID94;2022;3563314.912578896;8.396275073851296;0.0;Lakóház;397.3665439371088;54.0;3;Város;Aba;Fejér vármegye;182048.99534646297
ID95;2022;2527665.2238504845;47.44043463415252;0.0;Lakóház;1126.439986883181;39.0;3;Város;Adony;Fejér vármegye;139907.9918585082
ID96;2022;2085255.889815802;9.404227368168137;0.0;Lakóház;569.0447840671948;39.0;2;Város;Bicske;Fejér vármegye;179010.10143677512
ID97;2022;4465597.252265917;6.506991948909917;0.0;Lakóház;735.0680376529754;74.0;3;Város;Bicske;Fejér vármegye;222233.05172597698
ID98;2022;2254129.311533609;24.246471269552465;0.0;Lakóház;1503.6173295009594;45.0;3;Város;Csákvár;Fejér vármegye;214143.7690879866
ID99;2022;6148303.006329827;38.24625004396038;0.0;Lakóház;2040.949382290916;87.0;3;Város;Rácalmás;Fejér vármegye;269635.1578091109
ID100;2022;1412426.7147159074;24.92037556408888;0.0;Lakóház;1518.058084952093;39.0;3;Város;Rácalmás;Fejér vármegye;138923.33033554463
ID101;2022;15903978.472751675;7.324978498784617;0.0;Lakóház;1132.3300731745435;163.0;3;Város;Aba;Fejér vármegye;539417.1138582778
ID102;2022;4324518.2857499495;2.3115835978059023;0.0;Lakóház;388.287988005991;61.0;3;Város;Polgárdi;Fejér vármegye;186629.2949492611
ID103;2022;2217007.347673986;4.237457015830692;0.0;Lakóház;1299.9651276749253;74.0;3;Város;Rácalmás;Fejér vármegye;239156.7243476552
ID104;2022;3332261.014806326;1.9345606001754814;0.0;Lakóház;596.3100743736718;39.0;3;Város;Sárbogárd;Fejér vármegye;149933.1743019436
ID105;2022;8951974.840894718;6.618763695517188;0.0;Lakóház;380.5720260863824;86.0;2;Város;Bicske;Fejér vármegye;475946.4788820153
ID106;2022;3580536.850489205;70.53736188998404;0.0;Lakóház;1964.8196907884858;76.0;3;Város;Rácalmás;Fejér vármegye;267299.95425021416
ID107;2022;1719280.786387587;6.976666831632967;0.0;Lakóház;849.3290328960851;39.0;4;Város;Martonvásár;Fejér vármegye;102471.70513935934
ID108;2022;15329146.032710727;4.418185629909035;0.0;Lakóház;523.8501976394211;140.0;3;Város;Sárbogárd;Fejér vármegye;522843.56646065175
ID109;2022;4132633.9187958282;25.56558876131121;0.0;Lakóház;1464.0362220564161;41.0;3;Város;Polgárdi;Fejér vármegye;139350.97982342416
ID110;2022;7890611.870502621;23.927747584442812;0.0;Lakóház;968.1198744104862;84.0;3;Város;Aba;Fejér vármegye;361314.6924508131
ID111;2023;21066421.623102374;10.678653576002285;0.0;Lakóház;366.84011089085226;221.0;2;Város;Adony;Fejér vármegye;1207726.1978339422
ID112;2022;6607776.527114575;4.906008651504224;0.0;Lakóház;1541.112406345744;125.0;3;Város;Polgárdi;Fejér vármegye;337970.17946901836
ID113;2022;3883576.521697792;6.552410096518782;0.0;Lakóház;759.5944121950935;39.0;3;Város;Polgárdi;Fejér vármegye;155761.05402565646
ID114;2022;3509802.130292871;24.37492722964109;0.0;Lakóház;2430.607436174032;39.0;3;Város;Pusztaszabolcs;Fejér vármegye;149607.3587969082
ID115;2022;6373004.477135761;9.082619798361906;0.0;Lakóház;892.8942817816496;65.0;3;Város;Bicske;Fejér vármegye;236047.28248856266
ID116;2022;20174606.43586656;8.513607319539247;0.0;Lakóház;737.176469527358;167.0;3;Város;Sárbogárd;Fejér vármegye;534855.9642122014
ID117;2022;829455.1601685905;14.092138569200193;0.0;Lakóház;2340.337830802913;39.0;3;Város;Martonvásár;Fejér vármegye;149225.3779994257
ID118;2022;4602012.396323823;20.27738259714839;0.0;Lakóház;712.6187214899195;71.0;3;Város;Pusztaszabolcs;Fejér vármegye;265267.6816050696
ID119;2022;13087685.080816928;5.413987085001611;0.0;Lakóház;860.3711868824769;138.0;3;Város;Pusztaszabolcs;Fejér vármegye;579608.0738201389
ID120;2022;2569685.7205424937;23.153169342311017;0.0;Lakóház;2161.2462618350705;48.0;3;Város;Sárbogárd;Fejér vármegye;140257.30041644973
ID121;2022;7218009.416734929;19037.190799718595;0.0;Lakóház;1391.1464941286697;66.0;3;Város;Polgárdi;Fejér vármegye;252454.63204081316
ID122;2022;17112656.87462262;11.799975054733515;0.0;Lakóház;2142.5646643383247;156.0;3;Város;Bodajk;Fejér vármegye;484819.5552578689
ID123;2022;3427370.822243254;23.345723123948478;0.0;Lakóház;1414.5667420403306;39.0;3;Város;Polgárdi;Fejér vármegye;135470.71654128146
ID124;2022;2337397.6767843105;4.877404866152972;0.0;Lakóház;337.32209771492313;101.0;3;Város;Sárbogárd-Pusztaegres;Fejér vármegye;443642.4954189738
ID125;2022;1578164.5405300106;18409.748105601975;0.0;Lakóház;1653.723489802959;57.0;3;Város;Csákvár;Fejér vármegye;212959.76643448384
ID126;2022;2771595.3088009637;21957.64287341651;0.0;Lakóház;1619.6010651904237;54.0;3;Város;Sárbogárd-Pusztaegres;Fejér vármegye;200269.3368137359
ID127;2022;1579669.7881833746;16.861324241037085;0.0;Lakóház;868.6243706342776;39.0;2;Város;Pusztaszabolcs;Fejér vármegye;175441.69048301378
ID128;2022;14128886.16845309;5228.458750136717;0.0;Lakóház;504.9124510835716;139.0;2;Város;Pusztaszabolcs;Fejér vármegye;685305.3927378342
ID129;2022;12576839.4794597;5.977838530262927;0.0;Lakóház;887.0588284407654;166.0;3;Város;Ercsi;Fejér vármegye;595991.7496779981
ID130;2022;3587181.396148649;4.786358871246209;0.0;Lakóház;751.0498208860798;50.0;3;Város;Bodajk;Fejér vármegye;173054.30982242236
ID131;2022;3424103.7027678876;18302.96568211828;0.0;Lakóház;1277.4311669224446;50.0;3;Város;Sárbogárd;Fejér vármegye;137909.51718398603
ID132;2022;11780389.554534972;37.60007067605474;0.0;Lakóház;1602.9318978138367;115.0;2;Város;Ercsi;Fejér vármegye;494084.6185670399
ID133;2022;10691991.675526341;10.94930814287302;0.0;Lakóház;2138.9769891904693;121.0;3;Város;Csákvár;Fejér vármegye;427900.02791242744
ID134;2022;1645120.5877820454;5.073783141740886;0.0;Lakóház;727.7633827617462;39.0;3;Város;Aba;Fejér vármegye;113446.58548637973
ID135;2022;1874148.1862686092;5.3738593235509375;0.0;Lakóház;920.5515847629893;39.0;3;Város;Rácalmás;Fejér vármegye;153086.7256167688
ID136;2022;1594361.6773876383;49.15640394792338;0.0;Lakóház;4088.521367943645;40.0;3;Város;Rácalmás;Fejér vármegye;137332.96631300752
ID137;2022;2447899.0005067484;47.09169258916416;0.0;Lakóház;1765.943349963129;39.0;3;Város;Ercsi;Fejér vármegye;163584.1939267692
ID138;2022;1204362.338569296;7.190810805858422;0.0;Lakóház;1345.2740683920422;46.0;3;Város;Aba;Fejér vármegye;165883.83980993857
ID139;2022;3468777.5622696797;6.5293593631789;0.0;Lakóház;575.548565521282;69.0;3;Város;Pusztaszabolcs;Fejér vármegye;280664.19180909323
ID140;2022;2504004.466449755;43.56590109252129;0.0;Lakóház;1918.4149954225668;39.0;3;Város;Sárbogárd-Pusztaegres;Fejér vármegye;148608.00876144302
ID141;2022;1240752.1661315751;3.195203655580058;0.0;Lakóház;387.99640978184175;39.0;3;Város;Adony;Fejér vármegye;131160.46252669205
ID142;2022;2397997.4613128845;7962.233945375187;0.0;Lakóház;696.8888190608897;39.0;3;Város;Pusztaszabolcs;Fejér vármegye;137419.4629032914
ID143;2022;1265877.8880284324;33.98034726431441;0.0;Lakóház;3322.269634500375;39.0;3;Város;Pusztaszabolcs;Fejér vármegye;169738.83910624663
ID144;2022;6133720.84937464;6.909425513425329;0.0;Lakóház;684.3577684050706;109.0;3;Város;Adony;Fejér vármegye;514804.4492301085
ID145;2022;1564872.7525580435;25.145520266957675;0.0;Lakóház;1501.96282709416;39.0;4;Város;Polgárdi;Fejér vármegye;131058.13870074706
ID146;2022;5110224.493717685;13.09170680632486;0.0;Lakóház;900.0595266148658;94.0;3;Város;Bicske;Fejér vármegye;386519.7156069323
ID147;2022;2676613.500621319;10.588662690828738;0.0;Lakóház;293.45792027689606;49.0;2;Város;Bicske;Fejér vármegye;177480.342232759
ID148;2022;10850535.209467372;2.183623666451294;0.0;Lakóház;215.1838098126255;103.0;3;Város;Sárbogárd-Pusztaegres;Fejér vármegye;379420.84938118793
ID149;2022;15169922.116595505;16.424077153261504;0.0;Lakóház;2127.4976490001063;154.0;3;Város;Polgárdi;Fejér vármegye;415410.6081363423
ID150;2022;7064763.566012385;18.363448738576064;0.0;Lakóház;1444.5257210476243;126.0;2;Város;Adony;Fejér vármegye;509638.6222672375
ID151;2022;4136981.322598866;3.457117312004122;0.0;Lakóház;437.87249605605695;84.0;3;Város;Bodajk;Fejér vármegye;297610.5210910196
ID152;2022;2474061.0057737073;5.263685532488354;0.0;Lakóház;1035.562830706734;61.0;3;Város;Polgárdi;Fejér vármegye;230288.1941342347
ID153;2022;3695377.8002646;10185.418260553564;0.0;Lakóház;843.2460726713083;119.0;3;Város;Pusztaszabolcs;Fejér vármegye;402087.64817002136
ID154;2022;2944640.595105741;48.31707952078866;0.0;Lakóház;3325.7997297868556;39.0;3;Város;Sárbogárd;Fejér vármegye;134074.6391349216
ID155;2022;2651082.3966706037;14576.765413326097;0.0;Lakóház;1378.5206998055235;75.0;3;Város;Aba;Fejér vármegye;277284.17520646355
ID156;2022;3945824.2552212845;35238.87759986501;0.0;Lakóház;3543.952822026447;71.0;3;Város;Aba;Fejér vármegye;234823.223817496
ID157;2022;12084222.552388689;7.71206229350354;0.0;Lakóház;1130.552717044305;115.0;3;Város;Bicske;Fejér vármegye;359342.18180126714
ID158;2022;650356.3529952589;5.129404664059867;0.0;Lakóház;579.9845752962478;39.0;3;Város;Polgárdi;Fejér vármegye;126954.01140785028
ID159;2022;5996052.09851811;27.559516912557555;0.0;Lakóház;1079.2954699792726;97.0;3;Város;Rácalmás;Fejér vármegye;414759.3249168708
ID160;2022;3322871.7966514323;30.16110614630463;0.0;Lakóház;2275.965349819107;47.0;3;Város;Pusztaszabolcs;Fejér vármegye;179370.06145272244
ID161;2022;4070217.6600268097;35.27946798399403;0.0;Lakóház;2321.987638910014;61.0;3;Város;Pusztaszabolcs;Fejér vármegye;203250.40326124706
ID162;2022;5761454.426081383;109.28956421593507;0.0;Lakóház;7524.265108085163;73.0;3;Város;Sárbogárd;Fejér vármegye;263435.11977736815
ID163;2022;4272755.150404826;125.55041073582055;0.0;Lakóház;5047.974959471758;39.0;3;Város;Polgárdi;Fejér vármegye;170540.12779204317
ID164;2022;17888969.133683447;18.938535211133008;0.0;Lakóház;1757.8340319635665;202.0;3;Város;Jászberény;Jász-Nagykun-Szolnok vármegye;924662.191285223
ID165;2022;12485368.090537;5.672032805104636;5076048.625103609;Lakóház;834.8979978049318;135.0;3;Város;Újszász;Jász-Nagykun-Szolnok vármegye;502533.60098146147
ID166;2022;4553443.439993598;12.84855806506887;0.0;Lakóház;1064.1309415686876;49.0;1;Város;Kunhegyes;Jász-Nagykun-Szolnok vármegye;253348.60198758417
ID167;2024;1186507.6414144402;12.059762363636965;0.0;Lakóház;816.6320206349425;61.0;4;Város;Jászfényszaru;Jász-Nagykun-Szolnok vármegye;180149.68606441337
ID168;2022;5811983.797504395;9.925700225173456;0.0;Lakóház;704.4968943716681;91.0;3;Város;Jászapáti;Jász-Nagykun-Szolnok vármegye;333204.840144433
ID169;2024;27564.24056571366;8.523267715030316;664947.8362522692;Lakóház;969.3527374197886;115.0;2;Város;Jászkisér;Jász-Nagykun-Szolnok vármegye;530567.4138926911
ID170;2024;0.0;44.029041417183414;1561456.818220468;Lakóház;3105.243893217795;187.0;3;Város;Jászkisér;Jász-Nagykun-Szolnok vármegye;572064.9243086576
ID171;2022;1858437.9959269285;41.08359888527301;0.0;Lakóház;1855.5878114206535;55.0;3;Város;Rákóczifalva;Jász-Nagykun-Szolnok vármegye;179042.99121568436
ID172;2024;697250.340906839;35.77379820594584;0.0;Lakóház;1363.92407733822;127.0;3;Város;Jászkisér;Jász-Nagykun-Szolnok vármegye;515145.46300469374
ID173;2022;2279049.8946600403;11.366947131238726;0.0;Lakóház;1796.041698498694;109.0;3;Város;Abádszalók;Jász-Nagykun-Szolnok vármegye;441007.6797935546
ID174;2022;9896318.599825382;4.906953385738378;0.0;Lakóház;1006.3630560861953;112.0;4;Város;Jászapáti;Jász-Nagykun-Szolnok vármegye;321718.61383387854
ID175;2022;8809883.06784404;22840.12187812281;0.0;Lakóház;1585.1358874035752;113.0;2;Város;Jászapáti;Jász-Nagykun-Szolnok vármegye;476521.5643190363
ID176;2022;1916723.8575421032;3.500759850818184;0.0;Lakóház;410.11615962608226;59.0;4;Város;Jászapáti;Jász-Nagykun-Szolnok vármegye;119286.37841975995
ID177;2022;115.26501622181708;5.654959661684469;4273487.5943743875;Lakóház;672.0585085143291;94.0;4;Város;Tiszafüred;Jász-Nagykun-Szolnok vármegye;289101.9210006924
ID178;2022;8780250.427065967;17.34175149696371;0.0;Lakóház;1409.7662363134898;101.0;3;Város;Tiszafüred;Jász-Nagykun-Szolnok vármegye;323217.53615560505
ID179;2022;10394710.901883837;28.321846773057395;0.0;Lakóház;1082.402804742439;135.0;2;Város;Rákóczifalva;Jász-Nagykun-Szolnok vármegye;614049.5051263057
ID180;2022;16974.683908666862;14177.166010155464;0.0;Lakóház;774.8418137230333;121.0;3;Város;Jászapáti;Jász-Nagykun-Szolnok vármegye;488594.3368513388
ID181;2022;5803876.114000574;23163.799465010536;0.0;Lakóház;1979.5533267925036;131.0;4;Város;Jászapáti;Jász-Nagykun-Szolnok vármegye;397740.36463800585
ID182;2022;11426905.72768936;48.23031791001363;0.0;Lakóház;2280.115626243876;136.0;3;Város;Tiszafüred;Jász-Nagykun-Szolnok vármegye;482220.11821978685
